question,options,answer,subject,topic tag,year
"Consider the following :

 1. Bats

 2. Bears

 3. Rodents

 The phenomenon of hibernation can be observed in which of the above kinds of animals?","A. 1 and 2 only
B. 2 only
C. 1, 2 and 3
D. Hibernation cannot be observed in any of the above",C,Science & Technology,"Science & Technology -> Zoology & Physiological Hibernation in Mammals (Bats, Bears, Rodents)",2014
Which one of the following is the largest Committee of the Parliament?,"A. The Committee on Public Accounts
B. The Committee on Estimates
C. The Committee on Public Undertakings
D. The Committee on Petitions.",B,Indian Polity,Indian Polity -> Parliamentary Committees & Estimates Committee Composition,2014
"Which of the following adds/add carbon dioxide to the carbon cycle on the planet Earth?

 1. Volcanic action

 2. Respiration

 3. Photosynthesis

 4. Decay of organic matter

 Select the correct answer using the code given below.","A. 1 and 3 only
B. 2 only
C. 1, 2 and 4 only
D. 1, 2, 3 and 4",C,Environment & Ecology,Environment & Ecology -> Biogeochemical Cycles & Planetary Carbon Cycle Fluxes,2014
"If you walk through countryside, you are likely to see some birds stalking alongside the cattle to seize the insects, disturbed by their movement through grasses.

 Which of the following is/are such bird/birds?

 1. Painted Stork

 2. Common Myna

 3. Black-necked Crane

 Select the correct answer using the code given below.","A. 1 and 2
B. 2 only
C. 2 and 3
D. 3 only",B,Environment & Ecology,Environment & Ecology -> Avian Ecology & Commensal Feeding Behavior (Common Myna),2014
"In medieval India, the designations 'Mahattara' and 'Pattakila' were used for","A. military officers
B. village headmen
C. specialists in Vedic rituals
D. chiefs of craft guilds",B,History,"History -> Early Medieval Indian Administration & Village Functionaries (Mahattara, Pattakila)",2014
"Lichens, which are capable of initiating ecological suecession even on a bare rock, are actually a symbiotic association of","A. algae and bacteria
B. algae and fungi
C. bacteria and fungi
D. fungi and mosses",B,Science & Technology,Science & Technology -> Plant Biology & Symbiotic Lichen Architecture (Algae and Fungi),2014
"If you travel through the Himalayas, you are likely to see which of the following plants naturally growing there?

 1. Oak

 2. Rhododendron

 3. Sandalwood

 Select the correct answer using the code given below","A. 1 and 2 only
B. 3 only
C. 1 and 3 only
D. 1, 2 and 3",A,Geography,"Geography -> Montane Biogeography & Himalayan Native Flora (Oak, Rhododendron)",2014
"Which of the following are some important pollutants released by steel industry in India?

 1. Oxides of sulphur

 2. Oxides of nitrogen

 3. Carbon monoxide

 4. Carbon dioxide

 Select the correct answer using the code given below.","A. 1, 3 and 4 only
B. 2 and 3 only
C. 1 and 4 only
D. 1, 2, 3 and 4",D,Environment & Ecology,Environment & Ecology -> Industrial Environmental Pollution & Steel Manufacturing Emissions,2014
"Which of the following Kingdoms were associated With the life of the Buddha?

 1. Avanti

 2. Gandhara

 3. Kosala

 4. Magadha

 Select the correct answer using the code given below.","A. 1, 2 and 3
B. 2 and 4
C. 3 and 4 only
D. 1, 3 and 4",C,Art & Culture,Art & Culture -> Ancient Indian History & Mahajanapadas associated with Buddha,2014
"Every year, a month long ecologically important campaign/festival is held during which certain communities/ tribes plant saplings of fruit-bearing trees. Which of the following are such communities/tribes?","A. Bhutia and Lepcha
B. Gond and Korku
C. lrula and Toda
D. Sahariya and Agariya",B,Environment & Ecology,"Environment & Ecology -> Tribal Ethnobotany & Hari Jiroti Tree Planting Festival (Gond, Korku)",2014
The sales tax you pay while purchasing a toothpaste is a,"A. tax imposed by the Central Government
B. tax imposed by the Central Government but collected by the State Government
C. tax imposed by the State Government but collected by the Central Government
D. tax imposed and collected by the State Government",D,Economy,Economy -> Indirect Taxation Architecture & State Sales Tax / VAT,2014
What does venture capital mean?,"A. A short-term capital provided to industries
B. A long-term start-up capital provided to new entrepreneurs
C. Funds provided to industries at times of incurring losses
D. Funds provided for replacement and renovation of industries",B,Economy,Economy -> Corporate Finance & Venture Capital for Early-Stage Startups,2014
The main objective of the 12th Five-Year Plan is,"A. inclusive growth and poverty reductions
B. inclusive and sustainable growth
C. sustainable and inclusive growth to reduce unemployment
D. faster, sustainable and more inclusive growth.",D,Economy,Economy -> National Economic Planning & 12th Five-Year Plan Goals,2014
"With reference to Balance of Payments, which of the following constitutes/constitute the Current Account?

 1. Balance of trade

 2. Foreign assets

 3. Balance of invisibles

 4. Special Drawing Rights

 Select the correct answer using the code given below.","A. 1 only
B. 2 and 3
C. 1 and 3
D. 1, 2 and 4",C,Economy,Economy -> External Sector Accounts & Balance of Payments Current Account Components,2014
"The terms 'Marginal Standing Facility Rate' and 'Net Demand and Time Liabilities', sometimes appearing in news, are used in relation to","A. banking operations
B. communication networking
C. military strategies
D. supply and demand of agricultural products",A,Economy,Economy -> Central Banking Liquidity Architecture & MSF / NDTL Mechanisms,2014
"What is/are the facility/facilities the beneficiaries can get from the services of Business Correspondent (Bank Saathi) in branchless areas?

 1. It enables the beneficiaries to draw their subsidies and social security benefits in their villages.

 2. It enables the beneficiaries in the rural areas to make deposits and withdrawals.

 Select the correct answer using the code given below.","A. 1 only
B. 2 only
C. Both 1 and 2
D. Neither 1 nor 2",C,Economy,Economy -> Financial Inclusion Infrastructure & Business Correspondent (Bank Saathi) Model,2014
"In the context of Indian economy; which of the following is/are the purpose/purposes of 'Statutory Reserve Requirements'?

 1. To enable the Central Bank to control the amount of advances the banks can create

 2. To make the people's deposits with banks safe and liquid

 3. To prevent the commercial banks from making excessive profits

 4. To force the banks to have sufficient vault cash to meet their day-to-day requirements

 Select the correct answer using the code given below.","A. 1 only
B. 1 and 2 only
C. 2 and 3 only
D. 1, 2, 3 and 4",A,Economy,"Economy -> Monetary Policy Instruments & Statutory Reserve Requirements (CRR, SLR)",2014
"Recently, a series of uprisings of people referred to as 'Arab Spring' originally started from","A. Egypt
B. Lebanon
C. Syria
D. Tunisia",D,International Relations,International Relations -> Middle East & North Africa Politics & Jasmine Revolution (Arab Spring),2014
"Consider the following countries :

 1. Denmark

 2. Japan

 3. Russian Federation

 4. United Kingdom

 5. United States of America

 Which of the above are the members of the 'Arctic Council '?","A. 1, 2 and 3
B. 2, 3 and 4
C. 1, 4 and 5
D. 1, 3 and 5",D,International Relations,International Relations -> Polar Governance & Arctic Council Member States,2014
"Consider the following pairs :

 Region often in news : Country

 1. Chechnya : Russian Federation

 2. Darfur : Mali

 3. Swat Valley : Iraq

 Which of the above pairs is/are correctly matched?","A. 1 only
B. 2 and 3 only
C. 1 and 3 only
D. 1, 2 and 3",A,International Relations,International Relations -> International Conflict Zones & Geopolitical Geography (Chechnya),2014
"Which reference to Agni-IV Missile, which of the following statements is/are correct?

 1. It is a surface-to-surface missile.

 2. It is fuelled by liquid propellant only.

 3. It can deliver one-tonne nuclear warheads about 7500 km away.

 Select the correct answer using the code given below.","A. 1 only
B. 2 and 3 only
C. 1 and 3 only
D. 1, 2 and 3",A,Science & Technology,Science & Technology -> Strategic Defence Technology & Agni-IV Intermediate Range Ballistic Missile,2014
"With reference to two non-conventional energy sources called 'coalbed methane' and 'shale gas', consider the following 'statements:

 1. Coalbed methane is the pure methane gas extracted from coal seams, while shale gas is a mixture of propane and butane

 only that can be extracted from fine-grained sedimentary rocks.

 2. In India abundant coalbed methane sources exist, but so far no shale gas sources have been found.

 Which of the statements given above is/are correct?","A. 1 only
B. 2 only
C. Both 1 and 2
D. Neither 1 nor 2",D,Science & Technology,Science & Technology -> Unconventional Hydrocarbons & Coalbed Methane vs Shale Gas,2014
"With reference to 'Changpa' community of India, consider the following statement :

 1. They live mainly in the State of Uttarakhand.

 2. They rear the Pashmina goats that yield a fine wool.

 3. They are kept in the category of Scheduled Tribes.

 Which of the statements given above is/are correct?","A. 1 only
B. 2 and 3 only
C. 3 only
D. 1, 2 and 3",B,Society,Society -> Nomadic Pastoral Communities & Changpa Tribe of Ladakh (Pashmina Wool),2014
"In India, cluster bean (Guar) is traditionally used as a vegetable or animal feed, but recently the cultivation of this has assumed significance. Which one of the following statements is correct in this context?","A. The oil extracted from seeds is used in the manufacture of biodegradable plastics
B. The gum made from its seeds is used in the extraction of shale gas
C. The leaf extract of this plant has the properties of anti-histamines
D. It is a source of high quality biodiesel",B,Economy,Economy -> Commercial Crops & Industrial Uses of Guar Gum in Hydraulic Fracturing,2014
